months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital.gains,capital.loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
151,35,893944,2009-01-21,IN,500/1000,2000,1293.06,1000000.0,534406,FEMALE,MD,farming-fishing,skydiving,wife,0,0,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,9317 Apache Ave,23,3,NO,0,1,NO,49000.0,7900,1400,24800,Honda,Accord,2005,N
286,49,892658,2001-06-26,IN,500/1000,500,1199.19,0.0,609593,MALE,High School,priv-house-serv,board-games,unmarried,0,0,2015-02-01,Vehicle Theft,?,Trivial Damage,Police,NC,Riverwood,5602 Britain St,6,2,NO,1,2,NO,12860.0,4560,0,14620,Jeep,Wrangler,2005,N
398,51,377504,2001-12-27,IL,100/300,500,1363.16,0.0,391746,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,0,2303,2015-02-15,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,7041 Tree Ridge,8,1,?,1,0,NO,83040.0,3120,8130,51100,Jeep,Grand Cherokee,2008,N
48,27,902061,1997-03-10,IL,100/300,1000,1270.72,2000000.0,410870,FEMALE,Masters,exec-managerial,movies,wife,0,56648,2015-01-01,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Springfield,6011 Britain St,12,3,NO,1,1,?,34440.0,14600,7300,68170,Mercedes,C300,2002,N
147,49,751838,1998-03-08,OH,100/300,2000,1242.14,2000000.0,493896,MALE,Masters,machine-op-inspct,camping,other-relative,60717,0,2015-01-21,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,6408 Weaver Ridge,4,1,YES,0,1,?,55400.0,11200,5650,43400,Mercedes,E400,2008,N
76,26,522821,1994-10-11,IN,500/1000,500,1183.15,0.0,333464,FEMALE,JD,prof-specialty,bungie-jumping,husband,108282,50551,2015-01-28,Parked Car,?,Minor Damage,,WV,Northbend,8492 Andromedia Ridge,8,1,NO,2,1,YES,14510.0,0,0,20500,Jeep,Wrangler,2008,N
12,26,152391,1995-03-14,IN,250/500,500,1334.48,0.0,557763,MALE,JD,handlers-cleaners,polo,unmarried,0,99968,2015-01-01,Parked Car,?,Trivial Damage,,VA,Hillsdale,4629 Elm Ridge,7,1,YES,3,1,YES,29800.0,2600,7410,1000,Nissan,Pathfinder,2007,N
97,37,526307,1991-09-03,IL,500/1000,1000,1270.84,0.0,332362,FEMALE,College,priv-house-serv,board-games,unmarried,33750,0,2015-02-10,Parked Car,?,Trivial Damage,,NY,Hillsdale,7500 Texas Ridge,5,1,YES,1,1,NO,19600.0,2130,0,2200,Audi,A3,1995,N
243,45,389686,1990-06-22,IL,100/300,1000,1409.25,1000000.0,391884,FEMALE,Masters,other-service,reading,husband,0,17624,2015-01-06,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Northbend,6044 Weaver Drive,11,4,?,1,3,NO,82100.0,9270,19800,59960,BMW,X6,2005,N
290,32,134278,2001-09-14,IN,500/1000,500,718.52,1000000.0,458705,FEMALE,Masters,armed-forces,skydiving,other-relative,0,84675,2015-02-06,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,4098 Weaver Ridge,7,1,YES,1,1,NO,63140.0,16100,13600,57400,Chevrolet,Malibu,1999,N
209,35,728146,2013-07-01,OH,100/300,1000,925.46,2000000.0,523666,MALE,High School,adm-clerical,golf,husband,67684,74499,2015-02-25,Vehicle Theft,?,Trivial Damage,,NY,Hillsdale,5650 Rock Ave,11,1,?,1,1,YES,9560.0,0,2000,17500,Honda,Civic,1994,N
176,37,719042,1997-05-15,IN,250/500,2000,1373.33,0.0,427826,FEMALE,Masters,transport-moving,video-games,own-child,41012,9342,2015-01-27,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,3061 Francis Hwy,10,1,?,0,4,YES,74970.0,11100,16760,65300,BMW,X6,2013,Y
310,53,64501,2001-09-24,IL,250/500,2000,1253.71,1000000.0,471706,FEMALE,PhD,armed-forces,kayaking,own-child,2251,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,23,1,?,0,2,YES,42000.0,9600,3220,51150,Chevrolet,Malibu,2008,N
43,21,245370,2014-07-05,IL,250/500,1000,908.54,0.0,660290,MALE,Associate,protective-serv,movies,husband,20854,0,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,7609 Rock St,14,3,YES,2,0,?,63580.0,6340,16500,66600,Audi,A5,2002,N
9,32,1199569,2014-11-13,IL,250/500,1000,1539.07,0.0,440368,FEMALE,College,other-service,camping,wife,4531,10037,2015-02-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,5678 Lincoln Drive,2,3,NO,0,3,NO,50800.0,9800,8200,18500,BMW,M5,2010,N
286,37,290018,1991-07-20,IN,100/300,500,1025.1,0.0,460509,MALE,Associate,adm-clerical,paintball,other-relative,0,0,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,1030 Pine Lane,19,3,NO,2,2,?,51110.0,9540,5900,67830,Chevrolet,Silverado,1999,Y
97,38,140126,2004-06-14,OH,250/500,2000,1451.71,3000000.0,544061,FEMALE,MD,sales,kayaking,own-child,9610,10329,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,2253 Maple Ave,18,3,YES,0,1,?,63300.0,8100,10410,53660,Jeep,Grand Cherokee,1995,N
305,35,737996,1990-02-08,OH,100/300,2000,1464.8,0.0,628936,FEMALE,JD,sales,kayaking,not-in-family,45165,37220,2015-01-08,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,3220 Rock Drive,15,2,NO,0,0,YES,65900.0,3900,15900,46560,Dodge,Neon,2006,N
38,25,5540,1991-11-04,IL,250/500,500,1405.28,4000000.0,487802,MALE,College,exec-managerial,sleeping,not-in-family,0,0,2015-02-08,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,Springfield,6191 Oak Lane,5,2,YES,1,2,NO,56720.0,12800,7500,28050,Honda,CRV,1997,Y
140,29,161654,1991-09-19,IL,250/500,1000,1691.23,1000000.0,546583,MALE,JD,protective-serv,base-jumping,own-child,4548,54611,2015-02-07,Parked Car,?,Minor Damage,,SC,Riverwood,3006 Lincoln Ridge,13,1,NO,2,1,NO,17000.0,600,3540,2080,Jeep,Wrangler,2009,N
49,29,438014,2014-08-31,OH,250/500,1000,1271.54,0.0,536478,MALE,PhD,armed-forces,dancing,own-child,0,52712,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,8100 3rd Ave,1,2,?,2,1,?,42000.0,12900,16100,54300,BMW,X6,1997,N
6,26,628606,2003-07-16,OH,100/300,500,827.35,0.0,418524,MALE,Masters,priv-house-serv,sleeping,wife,30731,0,2015-02-15,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NC,Hillsdale,4242 Rock Lane,13,3,NO,1,3,NO,28390.0,8800,7400,67300,Dodge,RAM,1994,N
387,45,196786,2007-07-05,OH,500/1000,1000,1123.58,0.0,393493,MALE,Masters,transport-moving,golf,not-in-family,26592,0,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,3808 5th Ave,17,1,NO,0,2,NO,69800.0,800,3000,56200,Accura,MDX,2010,N
215,49,424078,2006-07-12,OH,100/300,1000,1131.1,0.0,415792,MALE,MD,other-service,basketball,other-relative,23724,1812,2015-02-06,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,5312 Francis Ridge,22,1,NO,0,0,NO,58800.0,2270,0,35140,Accura,TL,2001,N
133,31,929662,1995-11-13,IL,250/500,2000,1861.82,1000000.0,464216,MALE,High School,adm-clerical,polo,husband,0,43621,2015-01-15,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,7693 Cherokee Lane,16,1,NO,1,3,YES,59400.0,8200,0,60900,Saab,92x,1997,Y
366,53,912752,2013-10-31,OH,500/1000,1000,1383.65,0.0,550477,MALE,College,other-service,basketball,wife,24463,0,2015-02-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,4154 Lincoln Hwy,15,4,NO,1,1,?,95250.0,17400,12200,50460,Chevrolet,Malibu,2008,N
313,46,173485,1992-04-28,IL,100/300,1000,1093.18,0.0,509355,FEMALE,MD,exec-managerial,exercise,unmarried,49058,11865,2015-02-18,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,Northbend,8701 5th Lane,21,2,NO,2,1,NO,68040.0,10000,6830,45530,Jeep,Wrangler,2008,N
289,37,316969,1992-04-28,IL,100/300,1000,1148.2,0.0,360113,FEMALE,MD,exec-managerial,exercise,unmarried,0,0,2015-02-18,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,Northbend,8701 5th Lane,10,3,NO,1,0,NO,11100.0,11100,8490,8100,Jeep,Wrangler,2009,N
218,19,683645,2005-10-21,OH,250/500,1000,1732.81,0.0,738652,FEMALE,Associate,prof-specialty,bungie-jumping,husband,34932,0,2015-02-23,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,1832 Elm Hwy,7,1,YES,2,3,NO,73700.0,11000,13600,74700,Saab,92x,2001,N
79,37,763708,1993-10-29,IN,500/1000,500,1642.9,1000000.0,534631,MALE,Associate,protective-serv,reading,other-relative,44377,51998,2015-01-31,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,6250 1st Ridge,14,1,YES,1,1,YES,55800.0,8800,9080,35000,Suburu,Forrestor,2007,Y
390,51,171483,1997-02-03,OH,500/1000,1000,1278.21,0.0,439616,MALE,High School,exec-managerial,bungie-jumping,not-in-family,44398,9331,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Riverwood,5914 Oak Ave,13,3,NO,1,2,?,93880.0,17200,14310,62300,BMW,X5,2009,N
372,57,206593,2001-09-24,IL,250/500,2000,1095.65,0.0,390383,FEMALE,PhD,armed-forces,kayaking,own-child,6948,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,13,1,?,0,4,YES,37100.0,8750,4400,47400,Chevrolet,Malibu,2007,N
500,56,81585,1994-11-11,OH,100/300,1000,1502.56,1000000.0,468989,FEMALE,Masters,craft-repair,paintball,own-child,0,2092,2015-01-08,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,1388 Embaracadero Hwy,10,4,NO,2,3,?,74000.0,13700,17600,17400,Suburu,Forrestor,1998,N
293,47,757825,1996-02-02,IN,100/300,500,702.62,0.0,475738,MALE,College,craft-repair,kayaking,husband,3521,49722,2015-02-24,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Riverwood,2502 Apache Hwy,1,2,NO,1,3,NO,90610.0,2600,17500,54600,Ford,Escape,2005,N
436,50,515075,1997-12-19,IL,100/300,500,601.48,9000000.0,602075,FEMALE,High School,farming-fishing,golf,own-child,0,8864,2015-01-14,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,5236 Weaver Drive,6,1,NO,0,2,?,26150.0,13240,11930,23300,Dodge,RAM,1995,N
204,42,349432,2007-07-05,OH,500/1000,1000,1319.66,2000000.0,429448,MALE,Masters,transport-moving,golf,not-in-family,0,0,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Springfield,3808 5th Ave,13,1,NO,0,1,NO,89400.0,2200,3030,51500,Accura,MDX,2002,N
284,49,688005,2009-05-09,OH,500/1000,500,793.12,0.0,419942,FEMALE,Masters,tech-support,exercise,not-in-family,97251,45023,2015-02-10,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Springfield,9138 3rd St,8,3,NO,2,1,NO,57100.0,5390,1700,63700,BMW,M5,2013,N
342,38,1077787,2010-02-28,IL,100/300,500,1161.04,4000000.0,454767,MALE,College,exec-managerial,sleeping,wife,13657,10813,2015-02-13,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Springfield,9325 Lincoln Drive,17,2,NO,0,4,NO,99700.0,11820,8200,35900,Ford,Fusion,1997,N
289,29,805525,1990-09-20,OH,250/500,500,1056.26,0.0,471389,MALE,MD,tech-support,movies,husband,52385,79450,2015-01-22,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,5475 Rock Lane,24,1,YES,2,1,YES,65480.0,16000,10900,44200,Ford,Escape,2011,N
259,32,14368,1990-08-02,IN,500/1000,1000,1381.18,3000000.0,483990,MALE,High School,farming-fishing,reading,own-child,0,0,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Arlington,6738 Washington Hwy,3,5,NO,3,2,NO,39280.0,4500,11040,39350,Accura,TL,2014,Y
66,37,630012,1996-04-08,OH,250/500,500,1715.64,0.0,364227,MALE,Masters,tech-support,paintball,other-relative,78663,35640,2015-02-20,Parked Car,?,Trivial Damage,,SC,Northbrook,7928 Maple Ridge,19,1,YES,2,0,YES,21100.0,0,590,5450,Nissan,Pathfinder,2006,N
215,42,362027,1990-04-29,IN,500/1000,2000,985.23,0.0,407291,MALE,MD,priv-house-serv,video-games,unmarried,56442,0,2015-01-21,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,4119 Texas St,2,2,?,2,4,?,53170.0,1050,8000,46200,Suburu,Forrestor,1991,N
197,32,405184,1990-02-03,IL,100/300,1000,1346.12,0.0,595928,MALE,Associate,tech-support,base-jumping,unmarried,0,0,2015-02-27,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Columbus,3525 3rd Hwy,20,3,?,3,3,YES,67790.0,7210,7790,23140,Audi,A5,2013,N
327,33,944913,1994-05-17,IN,100/300,1000,1624.08,3000000.0,450027,MALE,Associate,sales,camping,not-in-family,0,0,2015-01-21,Vehicle Theft,?,Minor Damage,,WV,Riverwood,8453 Elm St,0,1,YES,2,5,NO,31770.0,2000,4840,22440,Chevrolet,Malibu,2012,N
200,52,674533,1990-03-26,OH,250/500,500,1549.84,0.0,408573,MALE,Associate,protective-serv,reading,own-child,36121,0,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,7197 2nd Drive,14,2,NO,3,2,YES,60050.0,11200,5500,53200,Dodge,Neon,2010,N
183,38,344387,1997-06-18,IN,250/500,2000,1987.81,0.0,564655,MALE,High School,protective-serv,reading,not-in-family,54683,46515,2015-02-26,Vehicle Theft,?,Minor Damage,,WV,Hillsdale,9322 Rock Hwy,3,1,NO,2,0,YES,3790.0,0,6620,6890,Volkswagen,Jetta,2010,N
242,44,126995,2012-07-29,OH,100/300,2000,1098.39,3000000.0,444459,MALE,College,handlers-cleaners,chess,husband,0,0,2015-01-05,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,6706 Francis Drive,11,1,NO,1,2,?,42700.0,7500,7500,26400,Volkswagen,Jetta,2001,Y
435,46,410695,1992-01-28,IN,250/500,2000,1240.85,6000000.0,667415,FEMALE,MD,other-service,bungie-jumping,unmarried,0,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,6981 Weaver St,22,3,?,1,0,?,75890.0,13400,15700,45300,Dodge,RAM,2008,Y
97,46,790714,2012-10-11,OH,250/500,2000,1876.68,0.0,479801,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,0,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,8125 Texas Ridge,15,1,YES,1,3,NO,44000.0,6400,11000,13980,Chevrolet,Silverado,2006,Y
64,19,287092,2004-06-14,OH,250/500,2000,1398.8,6000000.0,478473,FEMALE,MD,sales,kayaking,own-child,17280,22355,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,2253 Maple Ave,13,3,YES,1,1,?,41000.0,2210,13200,42130,Jeep,Grand Cherokee,1997,N
115,31,96808,1999-10-19,IL,250/500,1000,905.57,3000000.0,426131,FEMALE,Associate,armed-forces,video-games,other-relative,0,6238,2015-02-23,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,8832 Pine Drive,10,3,?,1,1,?,80800.0,7500,11730,53210,Jeep,Wrangler,1994,N
359,45,18040,1999-09-29,OH,250/500,2000,999.35,0.0,678356,MALE,Associate,armed-forces,reading,other-relative,0,0,2015-02-24,Vehicle Theft,?,Minor Damage,,VA,Northbrook,4574 Britain Hwy,9,1,YES,0,1,YES,19800.0,2530,1180,1200,Ford,F150,1998,N
80,33,183655,1990-11-27,IL,250/500,1000,1658.02,1000000.0,553694,MALE,JD,sales,chess,own-child,54338,41983,2015-02-17,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8704 Britain Lane,7,1,NO,1,0,?,49780.0,13600,10100,27100,Volkswagen,Jetta,2010,Y
251,41,1087191,2003-02-17,OH,250/500,500,1524.45,2000000.0,454824,FEMALE,Masters,armed-forces,bungie-jumping,other-relative,6065,398,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Arlington,7629 5th St,3,3,?,2,4,YES,90100.0,18760,8600,46740,Suburu,Impreza,1989,N
280,57,959558,2003-03-06,IN,100/300,500,1097.84,6000000.0,470413,MALE,Associate,adm-clerical,board-games,other-relative,2791,0,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Springfield,4937 Flute Drive,17,2,?,1,1,NO,52410.0,1490,5670,39700,Suburu,Impreza,2011,Y
414,45,891199,1996-09-02,IL,100/300,1000,1594.98,0.0,474513,FEMALE,MD,craft-repair,kayaking,unmarried,13840,41999,2015-02-17,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,5640 Embaracadero Lane,15,3,YES,1,3,NO,55410.0,6080,4470,43410,Saab,93,2008,N
395,44,423706,1996-07-11,IL,250/500,2000,932.27,2000000.0,503087,MALE,PhD,armed-forces,hiking,not-in-family,0,60135,2015-02-05,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,7649 Texas St,15,3,NO,2,0,YES,92280.0,16200,18020,98050,BMW,X6,2002,N
286,47,891272,2007-05-02,OH,500/1000,1000,891.2,4000000.0,424842,MALE,JD,prof-specialty,dancing,own-child,72540,34723,2015-02-16,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Arlington,5277 Texas Lane,19,1,NO,3,3,YES,66890.0,7570,2000,35060,Volkswagen,Passat,2009,N
116,31,766618,1996-02-02,IN,100/300,1000,1052.95,0.0,439649,MALE,College,craft-repair,kayaking,husband,36656,15053,2015-02-24,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Riverwood,2502 Apache Hwy,12,1,NO,0,3,NO,59400.0,8870,13300,25670,Ford,Escape,2004,N
495,47,905428,1993-02-10,IN,100/300,1000,1399.62,0.0,574212,FEMALE,MD,other-service,kayaking,wife,8145,0,2015-01-11,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbend,2668 Cherokee St,14,1,?,1,0,?,67300.0,8600,11800,40560,Ford,Fusion,2007,N
305,32,3454,2006-10-12,OH,250/500,1000,1074.96,0.0,521120,FEMALE,PhD,tech-support,bungie-jumping,unmarried,11684,9782,2015-01-02,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Arlington,8973 Washington St,24,3,NO,1,2,NO,65300.0,9200,7100,43700,Saab,95,1997,Y
348,67,434102,1990-06-24,OH,250/500,1000,810.99,1000000.0,475433,FEMALE,High School,priv-house-serv,paintball,husband,71062,0,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,6604 Apache Drive,20,2,?,1,1,?,84700.0,19080,18100,69000,Saab,92x,1998,N
63,42,52802,2014-03-11,OH,500/1000,1000,1640.97,0.0,430530,MALE,PhD,handlers-cleaners,skydiving,other-relative,0,13443,2015-02-15,Multi-vehicle Collision,Front Collision,Total Loss,Other,SC,Columbus,2903 Weaver Drive,5,3,YES,2,3,?,69710.0,3130,3100,58570,Nissan,Ultima,2009,N
377,47,333921,1995-09-06,IL,500/1000,2000,898.47,0.0,434772,FEMALE,MD,machine-op-inspct,chess,wife,0,36427,2015-02-19,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,8617 Best Ave,23,3,NO,0,0,YES,23080.0,4900,6350,14100,BMW,X5,1996,Y
265,29,99060,2004-04-20,IN,100/300,1000,1328.58,1000000.0,522125,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,0,0,2015-01-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,7069 4th Hwy,13,1,NO,2,0,?,74600.0,13870,0,28600,Chevrolet,Tahoe,1992,N
7,38,300145,2014-03-11,OH,500/1000,1000,1547.84,2000000.0,387684,MALE,PhD,handlers-cleaners,skydiving,other-relative,0,3507,2015-02-15,Multi-vehicle Collision,Front Collision,Total Loss,Other,SC,Columbus,2903 Weaver Drive,1,2,YES,2,2,?,36100.0,5000,9500,54600,Nissan,Ultima,2003,N
267,52,88761,2009-07-05,IL,100/300,1000,1011.99,0.0,398033,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,57915,2015-02-03,Vehicle Theft,?,Trivial Damage,Police,SC,Riverwood,2873 Flute Ave,13,1,NO,2,5,NO,13000.0,1270,2100,4400,Audi,A5,2008,N
185,38,307878,1994-04-01,IL,250/500,1000,1847.55,4000000.0,491164,MALE,High School,protective-serv,chess,own-child,25131,60682,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,5280 Pine Ave,6,4,YES,2,0,?,90400.0,15210,2800,67200,Dodge,RAM,1984,Y
243,41,540886,1996-10-26,OH,100/300,2000,1510.75,0.0,674497,MALE,High School,transport-moving,board-games,own-child,0,0,2015-02-02,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,7477 MLK Drive,11,4,YES,0,2,?,44900.0,4900,9600,36810,Suburu,Legacy,2006,N
4,29,518123,1992-05-29,OH,500/1000,2000,1594.06,4000000.0,449532,MALE,High School,transport-moving,reading,own-child,0,0,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,6110 Rock Ridge,0,2,NO,3,1,NO,76600.0,9360,7700,33700,Chevrolet,Tahoe,2005,Y
238,46,470930,2012-07-29,OH,100/300,2000,704.06,0.0,448014,MALE,College,handlers-cleaners,chess,husband,0,66667,2015-01-05,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Columbus,6706 Francis Drive,16,1,NO,0,3,?,41710.0,4420,6340,46380,Volkswagen,Jetta,2012,Y
124,29,747442,1999-12-12,OH,250/500,1000,902.35,0.0,473971,FEMALE,College,sales,dancing,wife,0,0,2015-01-15,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,9611 Pine Ridge,18,1,NO,0,1,YES,40630.0,5800,10130,42100,Accura,MDX,2002,Y
6,35,910759,1997-08-04,IL,500/1000,1000,1027.51,6000000.0,437881,FEMALE,Associate,handlers-cleaners,dancing,unmarried,0,91437,2015-01-07,Single Vehicle Collision,Rear Collision,Major Damage,Police,VA,Springfield,8926 Texas Ridge,19,1,?,2,1,?,73500.0,10910,9610,48400,BMW,M5,1995,N
114,32,9346,2001-12-09,OH,100/300,1000,757.72,0.0,707265,FEMALE,MD,craft-repair,video-games,own-child,0,54699,2015-02-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,2290 4th Ave,6,2,YES,2,1,YES,45900.0,5800,10140,47670,Ford,F150,2006,N
16,29,275744,2008-03-07,OH,100/300,1000,1416.68,6000000.0,495995,FEMALE,PhD,other-service,base-jumping,husband,58175,0,2015-02-02,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbrook,8879 1st Drive,11,1,YES,0,1,?,58400.0,1500,13900,35210,Toyota,Camry,2008,N
514,56,139689,1997-07-07,IL,100/300,1000,1312.97,0.0,493869,FEMALE,College,other-service,cross-fit,husband,2604,0,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Arlington,3982 Weaver Lane,17,1,NO,0,1,NO,56800.0,11400,8420,69600,Honda,Civic,1997,N
189,37,472616,2006-08-02,OH,500/1000,500,1259.15,1000000.0,568351,FEMALE,Associate,craft-repair,paintball,own-child,87593,0,2015-01-06,Vehicle Theft,?,Minor Damage,,NC,Arlington,4460 4th Lane,9,1,YES,1,4,?,13200.0,0,0,1300,Saab,92x,1998,N
401,48,401713,1998-04-07,OH,250/500,500,1801.82,0.0,462901,MALE,PhD,transport-moving,base-jumping,not-in-family,50097,17676,2015-02-28,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,WV,Hillsdale,6149 Best Ridge,3,2,?,2,1,YES,79940.0,7100,9990,68450,Suburu,Legacy,2005,N
275,34,653789,1997-09-29,IN,250/500,2000,1912.4,6000000.0,459051,FEMALE,Associate,craft-repair,sleeping,own-child,0,0,2015-01-13,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,1985 5th Ave,21,3,?,1,4,?,60200.0,3830,5270,26800,Audi,A5,2010,N
134,30,972652,1993-08-30,OH,250/500,2000,1931.94,1000000.0,397615,MALE,JD,machine-op-inspct,hiking,husband,0,76141,2015-02-27,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Arlington,3799 Embaracadero Drive,8,1,YES,1,0,NO,2440.0,0,4230,33710,Audi,A5,1996,N
185,27,430052,2001-04-03,IN,250/500,500,1126.12,0.0,422662,FEMALE,Associate,adm-clerical,bungie-jumping,husband,0,0,2015-01-02,Vehicle Theft,?,Trivial Damage,Police,VA,Columbus,3492 Britain St,20,2,?,2,0,?,19370.0,4700,0,3900,Accura,MDX,2005,N
